Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Toyota Innova Crysta 2.4 Gx Mt,Mombasa,2017,67489,Diesel,Manual,First,13.68,2393.0,147.8,7.0,2442000.0
Mahindra Scorpio 2.6 Lx,Nakuru,2008,176000,Diesel,Manual,Second,10.5,2179.0,120.0,8.0,636400.0
Hyundai I20 1.2 Magna,Kisumu,2010,18000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,333000.0
Hyundai Verna 1.6 Sx,Thika,2014,63003,Diesel,Manual,First,22.32,1582.0,126.32,5.0,999000.0
Mahindra Xuv500 W6 2Wd,Mombasa,2014,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1391200.0
Volkswagen Vento 1.5 Tdi Comfortline,Naivasha,2014,56658,Diesel,Manual,First,20.64,1498.0,108.5,5.0,797720.0
Maruti Swift Dzire Vdi Optional,Mombasa,2019,18592,Diesel,Manual,First,26.59,1248.0,74.0,5.0,1259480.0
Tata Manza Aura Safire Bs Iv,Eldoret,2010,75695,Petrol,Manual,First,13.7,1368.0,88.8,5.0,273800.0
Maruti Swift Vdi,Kisumu,2012,82000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,370000.0
Volkswagen Polo Diesel Highline 1.2L,Mombasa,2013,60000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,703000.0
Honda City 1.5 V Mt,Eldoret,2009,138000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,518000.0
Hyundai I20 Asta (O) 1.4 Crdi (Diesel),Nakuru,2014,67000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,814000.0
Honda City 1.5 V Mt,Naivasha,2012,42750,Petrol,Manual,First,17.0,1497.0,118.0,5.0,936840.0
Chevrolet Beat Diesel,Mombasa,2014,52398,Diesel,Manual,First,25.44,936.0,57.6,5.0,365560.00000000006
Chevrolet Spark 1.0 Ls,Mombasa,2014,36657,Petrol,Manual,First,16.2,995.0,62.1,5.0,488400.0
Tata New Safari Dicor 2.2 Ex 4X2,Nairobi,2011,77000,Diesel,Manual,Second,11.57,2179.0,138.1,7.0,518000.0
Mercedes-Benz Gl-Class 350 Cdi Blue Efficiency,Nairobi,2014,85000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,5735000.0
Bmw 5 Series 2003-2012 530D Highline,Eldoret,2008,112500,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,1182520.0
Toyota Fortuner 2.8 4Wd Mt,Mombasa,2013,105072,Diesel,Manual,First,14.24,2755.0,174.5,7.0,1965440.0
Bmw X1 Sdrive 18I,Eldoret,2012,80000,Petrol,Automatic,First,11.25,1995.0,150.0,5.0,1406000.0
Renault Captur 1.5 Diesel Platine Mono,Mombasa,2019,3102,Diesel,Manual,First,20.37,1461.0,108.45,5.0,2073480.0
Hyundai Xcent 1.1 Crdi S,Naivasha,2016,14656,Diesel,Manual,First,24.4,1120.0,71.0,5.0,1034520.0
Bmw 3 Series 320D,Kisumu,2010,105000,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,1628000.0
Bmw 5 Series 2010-2013 525I,Kisumu,2008,61000,Petrol,Automatic,Second,10.8,2497.0,215.0,5.0,1628000.0
Nissan Micra Xe,Eldoret,2010,85046,Petrol,Manual,Second,18.06,1198.0,75.0,5.0,340399.99999999994
Jaguar Xf 2.2 Litre Luxury,Nairobi,2014,48000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,3922000.0
Land Rover Range Rover Tdv8 (Diesel),Nakuru,2011,55000,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,9916000.0
Jeep Compass 1.4 Limited Option,Nairobi,2017,4000,Petrol,Automatic,First,16.0,1368.0,160.0,5.0,2627000.0
Honda Cr-V 2.4 At,Nairobi,2010,94000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,710400.0
Maruti Swift Vxi,Naivasha,2013,61110,Petrol,Manual,First,18.6,1197.0,85.8,5.0,676360.0
Hyundai Xcent 1.1 Crdi S,Mombasa,2016,80000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,518000.0
Nissan Terrano Xv Premium 110 Ps,Mombasa,2015,43190,Diesel,Manual,First,19.01,1461.0,108.5,5.0,1126280.0
Audi A4 35 Tdi Technology,Kisumu,2015,45000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,3700000.0
Hyundai Grand I10 Asta Option,Naivasha,2016,44178,Petrol,Manual,First,18.9,1197.0,82.0,5.0,870240.0
Toyota Innova 2.5 G (Diesel) 8 Seater,Kisumu,2015,84415,Diesel,Manual,First,12.99,2494.0,100.6,8.0,1998000.0
Hyundai I20 1.2 Magna,Kisumu,2015,35000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,680799.9999999999
Ford Ecosport 1.5 Tdci Titanium,Kisumu,2013,44000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,725200.0000000001
Honda City 1.5 S Mt,Kisumu,2012,67635,Petrol,Manual,First,17.0,1497.0,118.0,5.0,777000.0
Ford Ecosport 1.5 Petrol Titanium Plus At,Naivasha,2018,18385,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,1836680.0
Volkswagen Polo Diesel Highline 1.2L,Kisumu,2014,35000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,562400.0
Mercedes-Benz New C-Class C 220 Cdi Avantgarde,Nairobi,2010,49000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,1324599.9999999998
Ford Ecosport 1.5 Dv5 Mt Titanium,Kisumu,2013,69000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,1065600.0
Tata Indigo Gle,Kisumu,2017,23228,Petrol,Manual,First,14.4,1396.0,65.0,5.0,666000.0
Maruti Swift Dzire Ldi,Nairobi,2014,68462,Diesel,Manual,First,26.59,1248.0,74.0,5.0,614200.0000000001
Maruti S-Cross Zeta Ddis 200 Sh,Naivasha,2016,74611,Diesel,Manual,First,25.1,1248.0,88.5,5.0,1175120.0
Renault Duster 110Ps Diesel Rxz Pack,Eldoret,2014,90000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,1073000.0
Maruti Wagon R Vxi,Nairobi,2016,22000,Petrol,Manual,First,18.9,998.0,67.1,5.0,547600.0
Hyundai Santro Xing Gl,Kisumu,2010,58163,Petrol,Manual,First,0.0,1086.0,62.0,5.0,362600.00000000006
Chevrolet Beat Diesel Lt,Mombasa,2011,109500,Diesel,Manual,Third,25.44,936.0,57.6,5.0,222000.0
Mahindra Xuv500 W4 1.99 Mhawk,Nairobi,2017,13363,Diesel,Manual,First,16.0,1997.0,140.0,7.0,1776000.0
Hyundai I10 Era 1.1,Nairobi,2012,51000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,325600.00000000006
Tata New Safari Dicor 2.2 Ex 4X4,Kisumu,2007,103000,Diesel,Manual,First,13.93,2179.0,138.0,7.0,532800.0
Hyundai I10 Sportz,Kisumu,2009,43002,Petrol,Manual,First,20.36,1197.0,78.9,5.0,284160.0
Toyota Innova Crysta 2.8 Zx At,Nakuru,2016,108000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,3034000.0
Skoda Laura Elegance Mt,Nyeri,2010,82407,Diesel,Manual,First,17.5,1896.0,106.0,5.0,629000.0
Hyundai Grand I10 Sportz,Kisumu,2013,29000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,473600.0
Toyota Etios Liva Gd,Eldoret,2012,225000,Diesel,Manual,Second,23.59,1364.0,97.7,5.0,384800.0
Maruti Swift Dzire Vdi,Kisumu,2014,45000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,569800.0
Hyundai I20 Asta 1.4 Crdi (Diesel),Mombasa,2010,93401,Diesel,Manual,First,23.0,1396.0,90.0,5.0,515040.0
Ford Figo 2015-2019 1.5D Trend Mt,Kisumu,2017,95802,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,673400.0
Maruti Ertiga Vdi,Eldoret,2016,130000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,1036000.0
Maruti Ertiga Zdi,Thika,2013,67443,Diesel,Manual,First,20.77,1248.0,88.8,7.0,851000.0
Honda City 1.5 V At Sunroof,Mombasa,2016,47681,Petrol,Automatic,First,16.8,1497.0,116.3,5.0,1292040.0
Maruti Alto Lxi Bsiii,Kisumu,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,251600.0
Ford Endeavour 3.2 Titanium At 4X4,Kisumu,2016,68000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,4366000.0
Maruti Vitara Brezza Zdi Plus,Mombasa,2019,34688,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1552520.0
Porsche Boxster S Tiptronic,Kisumu,2015,10512,Petrol,Automatic,First,8.6,2706.0,265.0,2.0,9472000.0
Maruti Swift Zdi,Eldoret,2016,58000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,1117400.0
Tata Zest Revotron 1.2 Xt,Nairobi,2014,40000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,584600.0
Hyundai I20 1.2 Sportz Option,Nakuru,2010,61000,Petrol,Manual,Fourth & Above,17.0,1197.0,80.0,5.0,481000.0
Skoda Fabia 1.4 Tdi Active,Nairobi,2009,86000,Diesel,Manual,First,19.4,1422.0,70.0,5.0,407000.0
Toyota Corolla Altis D-4D J,Kisumu,2015,45000,Diesel,Manual,First,21.43,1364.0,87.2,5.0,1087800.0
Volkswagen Ameo 1.2 Mpi Comfortline,Thika,2017,55000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,695600.0
Hyundai Creta 1.6 Vtvt S,Mombasa,2016,36855,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,1297960.0
Hyundai I10 Magna 1.2,Mombasa,2013,46821,Petrol,Manual,First,20.36,1197.0,78.9,5.0,506160.0
Chevrolet Beat Ls,Kisumu,2015,120000,Petrol,Manual,First,18.6,1199.0,76.8,5.0,370000.0
Jaguar Xf 3.0 Litre S Premium Luxury,Kisumu,2012,29000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,2960000.0
Nissan Terrano Xl,Nairobi,2014,40000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,777000.0
Audi Q3 2012-2015 2.0 Tdi Quattro Premium Plus,Nairobi,2013,60000,Diesel,Automatic,Second,15.73,1968.0,174.33,5.0,2146000.0
Hyundai I10 Asta At,Nairobi,2011,64984,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,510600.0
Maruti Alto K10 Vxi Ags,Eldoret,2015,73204,Petrol,Automatic,First,24.07,998.0,67.1,5.0,488400.0
Audi Q7 4.2 Tdi Quattro Technology,Nakuru,2014,50000,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,7548000.0
Maruti Vitara Brezza Vdi,Kisumu,2017,35000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,962000.0
Hyundai Eon D Lite Plus,Kisumu,2013,17729,Petrol,Manual,First,21.1,814.0,55.2,5.0,540200.0
Mahindra Xuv300 W8 Diesel,Mombasa,2012,97000,Diesel,Manual,First,20.0,1497.0,115.0,5.0,1073000.0
Hyundai Verna Crdi 1.6 Sx Option,Mombasa,2014,89614,Diesel,Manual,First,22.0,1582.0,126.2,5.0,889480.0
Maruti Wagon R Vxi,Kisumu,2015,14000,Petrol,Manual,First,18.9,998.0,67.1,5.0,414400.0
Hyundai I20 Sportz Option,Mombasa,2012,50000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,592000.0
Honda City I Vtec V,Nairobi,2014,62505,Petrol,Manual,First,17.4,1497.0,117.3,5.0,880600.0
Toyota Innova 2.5 V Diesel 7-Seater,Mombasa,2011,248000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,1361599.9999999998
Hyundai Verna Crdi Sx,Eldoret,2012,94900,Diesel,Manual,First,16.8,1493.0,110.0,5.0,791800.0
Tata Hexa Xt,Nairobi,2017,55000,Diesel,Manual,First,17.6,2179.0,153.86,7.0,1776000.0
Audi Q7 3.0 Tdi Quattro Premium Plus,Naivasha,2015,53735,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,5763120.0
Maruti Wagon R Vxi,Naivasha,2008,53934,Petrol,Manual,Second,18.9,998.0,67.1,5.0,398120.0
Bmw 5 Series 2013-2017 525D Luxury Line,Nakuru,2013,58500,Diesel,Automatic,Second,17.09,1995.0,218.0,5.0,4070000.0
Honda Amaze Ex I-Vtech,Kisumu,2014,48000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,407000.0
Maruti Alto 800 2016-2019 Lxi,Nairobi,2016,24000,Petrol,Manual,First,24.7,796.0,47.3,5.0,414400.0
Hyundai Verna 1.6 Sx Vtvt,Nairobi,2016,52001,Petrol,Manual,First,17.01,1591.0,121.3,5.0,954600.0
Tata Tiago 1.2 Revotron Xz,Naivasha,2018,9565,Petrol,Manual,First,23.84,1199.0,84.0,5.0,870240.0
Maruti Swift Lxi,Eldoret,2013,32953,Petrol,Manual,First,18.6,1197.0,85.8,5.0,688200.0000000001
Hyundai Eon Era,Nyeri,2014,18000,Petrol,Manual,First,21.1,814.0,55.2,5.0,370000.0
Mercedes-Benz E-Class E 220 D,Mombasa,2018,20446,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,7599800.0
Hyundai I20 Magna 1.4 Crdi,Kisumu,2016,33016,Diesel,Manual,First,22.54,1396.0,88.73,5.0,1013800.0
Toyota Etios Vd,Mombasa,2012,48000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,777000.0
Toyota Corolla Altis Diesel D4Dg,Naivasha,2014,72022,Diesel,Manual,First,21.43,1364.0,87.2,5.0,1366040.0
Mini Cooper 5 Door D,Thika,2014,34000,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,3256000.0
Volkswagen Polo 1.5 Tdi Highline,Kisumu,2014,69000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,768120.0000000001
Skoda Superb Elegance 1.8 Tsi At,Eldoret,2009,108000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,643799.9999999999
Mercedes-Benz E-Class 2009-2013 E 220 Cdi Avantgarde,Kisumu,2013,34700,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,3626000.0
Maruti Swift Vdi Bsiii W/ Abs,Eldoret,2015,79000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,851000.0
Honda City I Vtec Cvt Vx,Mombasa,2016,58197,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,1360120.0
Bmw 7 Series 2007-2012 740Li,Eldoret,2008,66000,Petrol,Automatic,Second,8.45,2979.0,321.0,5.0,1591000.0
Hyundai I10 Magna At,Nakuru,2009,60000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,442520.0
Maruti Swift Dzire Vdi,Kisumu,2014,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,575720.0
Honda City I Dtec Vx,Naivasha,2018,45555,Diesel,Manual,First,26.0,1498.0,98.6,5.0,1736040.0
Maruti Omni 8 Seater Bsiv,Naivasha,2016,55137,Petrol,Manual,First,14.0,796.0,35.0,5.0,460280.0
Skoda Superb 2009-2014 Elegance 2.0 Tdi Mt,Nyeri,2014,93325,Diesel,Manual,Second,17.2,1968.0,138.1,5.0,2138600.0
Maruti Ertiga Shvs Vdi,Thika,2018,38000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,1287599.9999999998
Hyundai Grand I10 Crdi Magna,Mombasa,2016,57738,Diesel,Manual,First,24.0,1120.0,70.0,5.0,745920.0
Maruti Ciaz Vdi Plus Shvs,Nyeri,2017,38282,Diesel,Manual,First,28.09,1248.0,88.5,5.0,1258000.0
Mercedes-Benz New C-Class C 220 Cdi Avantgarde,Nairobi,2014,64000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,2316200.0
Fiat Avventura Multijet Emotion,Nairobi,2015,32000,Diesel,Manual,First,20.5,1248.0,91.72,5.0,836200.0
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Nakuru,2010,83000,Petrol,Automatic,First,10.93,2497.0,204.0,5.0,2442000.0
Maruti Zen Estilo Lxi Green (Cng),Thika,2011,76000,Cng,Manual,First,26.3,998.0,67.1,5.0,296000.0
Volkswagen Vento Petrol Highline,Eldoret,2012,67200,Petrol,Manual,First,15.04,1598.0,103.6,5.0,577200.0
Bmw 3 Series 320D Luxury Line,Nyeri,2013,62655,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,2146000.0
Bmw 5 Series 2013-2017 530D M Sport,Nakuru,2015,16900,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,6512000.0
Hyundai Grand I10 1.2 Kappa Magna,Nairobi,2017,8471,Petrol,Manual,First,18.9,1197.0,81.86,5.0,740000.0
Toyota Innova Crysta 2.8 Zx At,Kisumu,2016,69000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,2923000.0
Renault Duster 110Ps Diesel Rxz Amt,Naivasha,2017,30090,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,1693120.0
Tata Indica Vista Aura 1.3 Quadrajet,Mombasa,2011,120000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,259000.0
Maruti Swift Vdi Bsiv,Nakuru,2013,23000,Diesel,Manual,First,17.8,1248.0,97.7,5.0,828800.0
Mercedes-Benz E-Class 2009-2013 E 200 Cgi Avantgarde,Mombasa,2016,35939,Petrol,Manual,First,12.3,1796.0,185.0,5.0,4502160.0
Mahindra Xuv500 W8 4Wd,Naivasha,2013,116694,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1416360.0
Mahindra Bolero Zlx,Nairobi,2016,40448,Diesel,Manual,First,15.96,2523.0,62.1,7.0,518000.0
Maruti Vitara Brezza Zdi,Naivasha,2018,64456,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1548080.0000000002
Fiat Avventura Multijet Emotion,Eldoret,2014,52782,Diesel,Manual,First,20.5,1248.0,91.72,5.0,717799.9999999999
Honda Amaze S Petrol,Mombasa,2016,51672,Petrol,Manual,First,19.5,1199.0,88.76,5.0,840640.0
Skoda Superb Elegance 1.8 Tsi At,Nairobi,2015,56073,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,1961000.0
Jaguar Xf 3.0 Litre S Premium Luxury,Nakuru,2011,65000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,2368000.0
Maruti Wagon R Vxi Bsiii,Mombasa,2013,79000,Petrol,Manual,First,18.9,998.0,67.1,5.0,444000.0
Hyundai Santro Xing Xl Erlx Euro Iii,Kisumu,2007,43206,Petrol,Manual,First,17.0,1086.0,97.7,5.0,146520.0
Toyota Corolla Altis Vl,Nairobi,2010,70200,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,740000.0
Maruti Swift Vxi Bsiv,Nairobi,2016,42000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,703000.0
Volkswagen Polo 1.2 Mpi Highline,Nakuru,2014,62000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,791800.0
Hyundai Grand I10 1.2 Kappa Asta,Kisumu,2017,20000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,885040.0
Maruti Sx4 Zdi,Mombasa,2011,80000,Diesel,Manual,Third,21.5,1248.0,88.8,5.0,518000.0
Hyundai Grand I10 1.2 Kappa Magna,Mombasa,2018,50234,Petrol,Manual,First,18.9,1197.0,81.86,5.0,705959.9999999999
Maruti Baleno Delta 1.2,Nairobi,2016,50003,Petrol,Manual,First,21.4,1197.0,83.1,5.0,806600.0
Tata Tigor 1.2 Revotron Xta,Thika,2018,1000,Petrol,Automatic,First,20.3,1199.0,84.0,5.0,1013800.0
Maruti Swift Dzire Amt Zdi,Nyeri,2016,54897,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,1080400.0
Tata Indica Gls Bs Iv,Eldoret,2007,108995,Petrol,Manual,First,15.3,1193.0,65.3,5.0,185000.0
Maruti Sx4 S Cross Ddis 320 Zeta,Mombasa,2015,73000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,1221000.0
Maruti Swift Vxi Bsiii,Thika,2008,65000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,401080.0
Hyundai Xcent 1.2 Kappa Sx,Kisumu,2016,32000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,532800.0
Hyundai I20 1.2 Magna,Thika,2010,65000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,444000.0
Maruti Celerio Vxi At,Kisumu,2016,21600,Petrol,Automatic,First,23.1,998.0,67.04,5.0,688200.0000000001
Mercedes-Benz New C-Class C 220 Cdi Elegance At,Nairobi,2010,39000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,1406000.0
Maruti Swift Dzire Vxi,Nairobi,2011,58075,Petrol,Manual,First,17.5,1298.0,85.8,5.0,436600.0
Volkswagen Vento Petrol Trendline,Nairobi,2011,58000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,444000.0
Maruti Swift Zdi,Kisumu,2015,58000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,880600.0
Toyota Corolla Altis Vl,Nairobi,2008,89000,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,592000.0
Honda Civic 2006-2010 1.8 V Mt,Nairobi,2008,72000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,370000.0
Ford Ecosport 1.5 Ti Vct At Titanium Be,Kisumu,2017,1800,Petrol,Automatic,First,16.05,1499.0,110.4,5.0,1682760.0
Fiat Linea Emotion Pack (Diesel),Eldoret,2010,172050,Diesel,Manual,Second,19.0,1248.0,93.0,5.0,333000.0
Hyundai I10 Era,Nyeri,2013,46230,Petrol,Manual,First,19.81,1086.0,68.05,5.0,458800.0
Volvo Xc60 D5 Inscription,Mombasa,2014,86925,Diesel,Automatic,First,11.2,2400.0,215.0,5.0,2542640.0
Hyundai I20 1.2 Asta,Nyeri,2018,5000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,962000.0
Honda City I Dtec S,Thika,2014,66000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,843600.0
Toyota Innova 2.5 Vx (Diesel) 8 Seater Bs Iv,Thika,2013,119000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,1184000.0
Renault Kwid Rxt,Mombasa,2016,45000,Petrol,Manual,First,25.17,799.0,53.3,5.0,384800.0
Maruti A-Star Vxi,Kisumu,2009,66149,Petrol,Manual,First,19.0,998.0,66.1,5.0,362600.00000000006
Mercedes-Benz B Class B180,Mombasa,2014,42070,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,1712360.0
Maruti Wagon R Lxi Bs Iv,Kisumu,2012,35503,Petrol,Manual,First,18.9,998.0,67.1,5.0,340399.99999999994
Maruti Swift Vdi Bsiv,Nyeri,2016,41460,Diesel,Manual,First,25.2,1248.0,74.0,5.0,873200.0
Hyundai Verna Vtvt 1.6 At Sx Option,Nairobi,2015,40600,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,1065600.0
Hyundai Verna Crdi 1.6 At Sx Option,Thika,2013,87000,Diesel,Automatic,First,22.0,1582.0,126.2,5.0,873200.0
Honda City V Mt,Mombasa,2014,30000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,888000.0
Hyundai I10 Magna Optional 1.1L,Kisumu,2010,27089,Petrol,Manual,First,16.0,1086.0,66.7,5.0,288600.0
Toyota Etios Gd Sp,Naivasha,2016,53702,Diesel,Manual,First,23.59,1364.0,67.04,5.0,969400.0
Volvo S60 D4 Momentum,Kisumu,2015,51000,Diesel,Automatic,First,27.03,1969.0,190.0,5.0,3700000.0
Ford Figo Diesel Exi,Kisumu,2012,36542,Diesel,Manual,First,20.0,1399.0,68.05,5.0,392200.0
Mercedes-Benz E-Class 2015-2017 E350 Cdi Avantgrade,Nairobi,2017,15000,Diesel,Automatic,First,13.0,2987.0,265.0,5.0,10286000.0
Bmw 3 Series 320D Luxury Line,Mombasa,2012,65000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,2072000.0
Maruti Alto 800 Vxi,Eldoret,2014,32000,Petrol,Manual,Second,22.74,796.0,47.3,5.0,310800.0
Toyota Innova Crysta 2.4 Vx Mt,Kisumu,2017,24393,Diesel,Manual,First,13.68,2393.0,147.8,7.0,3019199.9999999995
Volkswagen Polo 1.0 Mpi Trendline,Kisumu,2019,1000,Petrol,Manual,First,18.78,999.0,75.0,5.0,840640.0
Nissan Terrano Xl,Nairobi,2014,28238,Petrol,Manual,First,13.24,1598.0,102.5,5.0,821400.0
Mitsubishi Pajero Sport 4X4,Nairobi,2013,59000,Diesel,Manual,First,13.5,2477.0,175.56,7.0,1887000.0
Honda Civic 2010-2013 1.8 S Mt,Nairobi,2012,92000,Petrol,Manual,Second,14.8,1799.0,130.2,5.0,495800.0
Maruti Alto 800 Lxi,Kisumu,2013,56840,Petrol,Manual,First,22.74,796.0,47.3,5.0,229400.0
Volkswagen Vento Diesel Highline,Naivasha,2013,62746,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,873200.0
Land Rover Freelander 2 Hse,Kisumu,2012,96000,Diesel,Automatic,First,12.35,2179.0,187.74,5.0,2809040.0
Honda Cr-V 2.0L 2Wd Mt,Nairobi,2014,24000,Petrol,Manual,First,13.7,1997.0,153.86,5.0,1703480.0
Maruti Ertiga Vdi,Nairobi,2016,54000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,1147000.0
Toyota Innova 2.5 Gx (Diesel) 7 Seater,Mombasa,2016,90000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,2057200.0
Tata Manza Aura Safire,Kisumu,2010,40000,Petrol,Manual,First,15.0,1368.0,90.0,5.0,199800.0
Audi Q7 35 Tdi Quattro Premium Plus,Nairobi,2015,65938,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,5624000.0
Hyundai Verna 1.6 Sx Vtvt (O) At,Nairobi,2017,16100,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,1716800.0
Volkswagen Vento 1.5 Highline Plus At 16 Alloy,Kisumu,2017,3600,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,1813000.0
Honda City 1.5 S Mt,Nyeri,2011,52000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,562400.0
Ford Figo Diesel Titanium,Nairobi,2014,54000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,481000.0
Honda Jazz 1.2 Vx I Vtec,Nairobi,2016,15399,Petrol,Manual,First,18.7,1199.0,88.7,5.0,947200.0
Volkswagen Polo Petrol Highline 1.2L,Nakuru,2012,75000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,584600.0
Honda City I-Vtec S,Nairobi,2010,76752,Petrol,Manual,First,17.4,1497.0,117.3,5.0,528360.0
Honda City Zx Gxi,Nairobi,2005,56000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,185000.0
Maruti Wagon R Lxi Cng,Eldoret,2015,70000,Cng,Manual,First,26.2,998.0,58.2,5.0,540200.0
Honda Cr-V 2.4L 4Wd At Avn,Kisumu,2013,46125,Petrol,Automatic,Second,12.0,2354.0,187.4,5.0,1850000.0
Bmw 5 Series 2013-2017 520D Luxury Line,Thika,2014,35000,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,3404000.0
Ambassador Classic Nova Diesel,Mombasa,2003,80000,Diesel,Manual,Third,12.8,1489.0,35.5,5.0,199800.0
Mahindra Scorpio Vlx 2.2 Mhawk Bsiii,Naivasha,2012,62729,Diesel,Manual,First,12.05,2179.0,120.0,8.0,935360.0
Volkswagen Vento Diesel Comfortline,Kisumu,2012,34000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,503200.0
Maruti Zen Vx,Nyeri,1999,70000,Petrol,Manual,Second,17.3,993.0,60.0,5.0,113960.0
Maruti 800 Dx Bsii,Nyeri,2009,32000,Petrol,Manual,First,16.1,796.0,37.0,4.0,133200.0
